Unnamed: 0,Region/Country/Area,Year,Series,Value,Latitude,Longitude
605,Costa Rica,2023,"Seats held by women in national parliament, as of February (%)",47.4,10,-84
606,Côte d'Ivoire,2000,"Seats held by women in national parliament, as of February (%)",8.5,,
607,Côte d'Ivoire,2005,"Seats held by women in national parliament, as of February (%)",8.5,,
608,Côte d'Ivoire,2010,"Seats held by women in national parliament, as of February (%)",8.9,,
609,Côte d'Ivoire,2015,"Seats held by women in national parliament, as of February (%)",9.2,,
610,Côte d'Ivoire,2018,"Seats held by women in national parliament, as of February (%)",10.6,,
611,Côte d'Ivoire,2020,"Seats held by women in national parliament, as of February (%)",12,,
612,Côte d'Ivoire,2021,"Seats held by women in national parliament, as of February (%)",11.4,,
613,Côte d'Ivoire,2022,"Seats held by women in national parliament, as of February (%)",14.2,,
614,Côte d'Ivoire,2023,"Seats held by women in national parliament, as of February (%)",13.7,,
615,Croatia,2000,"Seats held by women in national parliament, as of February (%)",0,45.17,15.5
616,Croatia,2005,"Seats held by women in national parliament, as of February (%)",21.7,45.17,15.5
617,Croatia,2010,"Seats held by women in national parliament, as of February (%)",23.5,45.17,15.5
618,Croatia,2015,"Seats held by women in national parliament, as of February (%)",25.8,45.17,15.5
619,Croatia,2018,"Seats held by women in national parliament, as of February (%)",18.5,45.17,15.5
620,Croatia,2020,"Seats held by women in national parliament, as of February (%)",19.2,45.17,15.5
621,Croatia,2021,"Seats held by women in national parliament, as of February (%)",31.1,45.17,15.5
622,Croatia,2022,"Seats held by women in national parliament, as of February (%)",31.8,45.17,15.5
623,Croatia,2023,"Seats held by women in national parliament, as of February (%)",31.8,45.17,15.5
624,Cuba,2000,"Seats held by women in national parliament, as of February (%)",27.6,21.5,-80
625,Cuba,2005,"Seats held by women in national parliament, as of February (%)",36,21.5,-80
626,Cuba,2010,"Seats held by women in national parliament, as of February (%)",43.2,21.5,-80
627,Cuba,2015,"Seats held by women in national parliament, as of February (%)",48.9,21.5,-80
628,Cuba,2018,"Seats held by women in national parliament, as of February (%)",48.9,21.5,-80
629,Cuba,2020,"Seats held by women in national parliament, as of February (%)",53.2,21.5,-80
630,Cuba,2021,"Seats held by women in national parliament, as of February (%)",53.4,21.5,-80
631,Cuba,2022,"Seats held by women in national parliament, as of February (%)",53.4,21.5,-80
632,Cuba,2023,"Seats held by women in national parliament, as of February (%)",53.4,21.5,-80
633,Cyprus,2000,"Seats held by women in national parliament, as of February (%)",5.4,35,33
634,Cyprus,2005,"Seats held by women in national parliament, as of February (%)",16.1,35,33
635,Cyprus,2010,"Seats held by women in national parliament, as of February (%)",12.5,35,33
636,Cyprus,2015,"Seats held by women in national parliament, as of February (%)",12.5,35,33
637,Cyprus,2018,"Seats held by women in national parliament, as of February (%)",17.9,35,33
638,Cyprus,2020,"Seats held by women in national parliament, as of February (%)",19.6,35,33
639,Cyprus,2021,"Seats held by women in national parliament, as of February (%)",21.4,35,33
640,Cyprus,2022,"Seats held by women in national parliament, as of February (%)",14.3,35,33
641,Cyprus,2023,"Seats held by women in national parliament, as of February (%)",14.3,35,33
642,Czechia,2000,"Seats held by women in national parliament, as of February (%)",15,,
643,Czechia,2005,"Seats held by women in national parliament, as of February (%)",17,,
644,Czechia,2010,"Seats held by women in national parliament, as of February (%)",15.5,,
645,Czechia,2015,"Seats held by women in national parliament, as of February (%)",19,,
646,Czechia,2018,"Seats held by women in national parliament, as of February (%)",22,,
647,Czechia,2020,"Seats held by women in national parliament, as of February (%)",22.5,,
648,Czechia,2021,"Seats held by women in national parliament, as of February (%)",23,,
649,Czechia,2022,"Seats held by women in national parliament, as of February (%)",25.5,,
650,Czechia,2023,"Seats held by women in national parliament, as of February (%)",26,,
651,Dem. People's Rep. Korea,2000,"Seats held by women in national parliament, as of February (%)",20.1,,
652,Dem. People's Rep. Korea,2005,"Seats held by women in national parliament, as of February (%)",20.1,,
653,Dem. People's Rep. Korea,2010,"Seats held by women in national parliament, as of February (%)",15.6,,
654,Dem. People's Rep. Korea,2015,"Seats held by women in national parliament, as of February (%)",16.3,,
655,Dem. People's Rep. Korea,2018,"Seats held by women in national parliament, as of February (%)",16.3,,
656,Dem. People's Rep. Korea,2020,"Seats held by women in national parliament, as of February (%)",17.6,,
657,Dem. People's Rep. Korea,2021,"Seats held by women in national parliament, as of February (%)",17.6,,
658,Dem. People's Rep. Korea,2022,"Seats held by women in national parliament, as of February (%)",17.6,,
659,Dem. People's Rep. Korea,2023,"Seats held by women in national parliament, as of February (%)",17.6,,
660,Dem. Rep. of the Congo,2005,"Seats held by women in national parliament, as of February (%)",12,,
661,Dem. Rep. of the Congo,2010,"Seats held by women in national parliament, as of February (%)",8.4,,
662,Dem. Rep. of the Congo,2015,"Seats held by women in national parliament, as of February (%)",8.9,,
663,Dem. Rep. of the Congo,2018,"Seats held by women in national parliament, as of February (%)",8.9,,
664,Dem. Rep. of the Congo,2020,"Seats held by women in national parliament, as of February (%)",12.8,,
665,Dem. Rep. of the Congo,2021,"Seats held by women in national parliament, as of February (%)",12.8,,
666,Dem. Rep. of the Congo,2022,"Seats held by women in national parliament, as of February (%)",12.8,,
667,Dem. Rep. of the Congo,2023,"Seats held by women in national parliament, as of February (%)",12.8,,
668,Denmark,2000,"Seats held by women in national parliament, as of February (%)",37.4,56,10
669,Denmark,2005,"Seats held by women in national parliament, as of February (%)",38,56,10
670,Denmark,2010,"Seats held by women in national parliament, as of February (%)",38,56,10
671,Denmark,2015,"Seats held by women in national parliament, as of February (%)",38,56,10
672,Denmark,2018,"Seats held by women in national parliament, as of February (%)",37.4,56,10
673,Denmark,2020,"Seats held by women in national parliament, as of February (%)",39.7,56,10
674,Denmark,2021,"Seats held by women in national parliament, as of February (%)",39.7,56,10
675,Denmark,2022,"Seats held by women in national parliament, as of February (%)",39.7,56,10
676,Denmark,2023,"Seats held by women in national parliament, as of February (%)",43.6,56,10
677,Republic of Djibouti,2000,"Seats held by women in national parliament, as of February (%)",0,,
678,Republic of Djibouti,2005,"Seats held by women in national parliament, as of February (%)",10.8,,
679,Republic of Djibouti,2010,"Seats held by women in national parliament, as of February (%)",13.8,,
680,Republic of Djibouti,2015,"Seats held by women in national parliament, as of February (%)",12.7,,
681,Republic of Djibouti,2018,"Seats held by women in national parliament, as of February (%)",10.8,,
682,Republic of Djibouti,2020,"Seats held by women in national parliament, as of February (%)",26.2,,
683,Republic of Djibouti,2021,"Seats held by women in national parliament, as of February (%)",26.2,,
684,Republic of Djibouti,2022,"Seats held by women in national parliament, as of February (%)",26.2,,
685,Republic of Djibouti,2023,"Seats held by women in national parliament, as of February (%)",26.2,,
686,Dominica,2000,"Seats held by women in national parliament, as of February (%)",18.8,15.42,-61.33
687,Dominica,2005,"Seats held by women in national parliament, as of February (%)",19.4,15.42,-61.33
688,Dominica,2010,"Seats held by women in national parliament, as of February (%)",14.3,15.42,-61.33
689,Dominica,2015,"Seats held by women in national parliament, as of February (%)",21.9,15.42,-61.33
690,Dominica,2018,"Seats held by women in national parliament, as of February (%)",25,15.42,-61.33
691,Dominica,2020,"Seats held by women in national parliament, as of February (%)",38.1,15.42,-61.33
692,Dominica,2021,"Seats held by women in national parliament, as of February (%)",34.4,15.42,-61.33
693,Dominica,2022,"Seats held by women in national parliament, as of February (%)",34.4,15.42,-61.33
694,Dominica,2023,"Seats held by women in national parliament, as of February (%)",37.5,15.42,-61.33
695,Dominican Republic,2000,"Seats held by women in national parliament, as of February (%)",16.1,19,-70.67
696,Dominican Republic,2005,"Seats held by women in national parliament, as of February (%)",17.3,19,-70.67
697,Dominican Republic,2010,"Seats held by women in national parliament, as of February (%)",19.7,19,-70.67
698,Dominican Republic,2015,"Seats held by women in national parliament, as of February (%)",20.8,19,-70.67
699,Dominican Republic,2018,"Seats held by women in national parliament, as of February (%)",26.8,19,-70.67
700,Dominican Republic,2020,"Seats held by women in national parliament, as of February (%)",27.9,19,-70.67
701,Dominican Republic,2021,"Seats held by women in national parliament, as of February (%)",27.9,19,-70.67
702,Dominican Republic,2022,"Seats held by women in national parliament, as of February (%)",27.9,19,-70.67
703,Dominican Republic,2023,"Seats held by women in national parliament, as of February (%)",27.9,19,-70.67
704,Ecuador,2000,"Seats held by women in national parliament, as of February (%)",17.4,-2,-77.5
705,Ecuador,2005,"Seats held by women in national parliament, as of February (%)",16,-2,-77.5
706,Ecuador,2010,"Seats held by women in national parliament, as of February (%)",32.3,-2,-77.5
707,Ecuador,2015,"Seats held by women in national parliament, as of February (%)",41.6,-2,-77.5
708,Ecuador,2018,"Seats held by women in national parliament, as of February (%)",38,-2,-77.5
709,Ecuador,2020,"Seats held by women in national parliament, as of February (%)",39.4,-2,-77.5
710,Ecuador,2021,"Seats held by women in national parliament, as of February (%)",39.4,-2,-77.5
711,Ecuador,2022,"Seats held by women in national parliament, as of February (%)",38.7,-2,-77.5
712,Ecuador,2023,"Seats held by women in national parliament, as of February (%)",38.7,-2,-77.5
713,Egypt,2018,"Seats held by women in national parliament, as of February (%)",14.9,27,30
714,Egypt,2020,"Seats held by women in national parliament, as of February (%)",15.1,27,30
715,Egypt,2021,"Seats held by women in national parliament, as of February (%)",27.4,27,30
716,Egypt,2022,"Seats held by women in national parliament, as of February (%)",27.7,27,30
717,Egypt,2023,"Seats held by women in national parliament, as of February (%)",27.5,27,30
718,El Salvador,2000,"Seats held by women in national parliament, as of February (%)",16.7,13.83,-88.92
719,El Salvador,2005,"Seats held by women in national parliament, as of February (%)",10.7,13.83,-88.92
720,El Salvador,2010,"Seats held by women in national parliament, as of February (%)",19,13.83,-88.92
721,El Salvador,2015,"Seats held by women in national parliament, as of February (%)",27.4,13.83,-88.92
722,El Salvador,2018,"Seats held by women in national parliament, as of February (%)",32.1,13.83,-88.92
723,El Salvador,2020,"Seats held by women in national parliament, as of February (%)",33.3,13.83,-88.92
724,El Salvador,2021,"Seats held by women in national parliament, as of February (%)",33.3,13.83,-88.92
725,El Salvador,2022,"Seats held by women in national parliament, as of February (%)",27.4,13.83,-88.92
726,El Salvador,2023,"Seats held by women in national parliament, as of February (%)",27.4,13.83,-88.92
727,Equatorial Guinea,2000,"Seats held by women in national parliament, as of February (%)",5,2,10
728,Equatorial Guinea,2005,"Seats held by women in national parliament, as of February (%)",18,2,10
729,Equatorial Guinea,2010,"Seats held by women in national parliament, as of February (%)",10,2,10
730,Equatorial Guinea,2015,"Seats held by women in national parliament, as of February (%)",24,2,10
731,Equatorial Guinea,2018,"Seats held by women in national parliament, as of February (%)",20,2,10
732,Equatorial Guinea,2020,"Seats held by women in national parliament, as of February (%)",21,2,10
733,Equatorial Guinea,2021,"Seats held by women in national parliament, as of February (%)",23,2,10
734,Equatorial Guinea,2022,"Seats held by women in national parliament, as of February (%)",22,2,10
735,Equatorial Guinea,2023,"Seats held by women in national parliament, as of February (%)",31,2,10
736,Eritrea,2000,"Seats held by women in national parliament, as of February (%)",14.7,15,39
737,Eritrea,2005,"Seats held by women in national parliament, as of February (%)",22,15,39
738,Eritrea,2010,"Seats held by women in national parliament, as of February (%)",22,15,39
739,Eritrea,2015,"Seats held by women in national parliament, as of February (%)",22,15,39
740,Eritrea,2018,"Seats held by women in national parliament, as of February (%)",22,15,39
741,Estonia,2000,"Seats held by women in national parliament, as of February (%)",17.8,59,26
742,Estonia,2005,"Seats held by women in national parliament, as of February (%)",18.8,59,26
743,Estonia,2010,"Seats held by women in national parliament, as of February (%)",22.8,59,26
744,Estonia,2015,"Seats held by women in national parliament, as of February (%)",19.8,59,26
745,Estonia,2018,"Seats held by women in national parliament, as of February (%)",26.7,59,26
746,Estonia,2020,"Seats held by women in national parliament, as of February (%)",28.7,59,26
747,Estonia,2021,"Seats held by women in national parliament, as of February (%)",27.7,59,26
748,Estonia,2022,"Seats held by women in national parliament, as of February (%)",25.7,59,26
749,Estonia,2023,"Seats held by women in national parliament, as of February (%)",27.7,59,26
750,Eswatini,2000,"Seats held by women in national parliament, as of February (%)",3.1,,
751,Eswatini,2005,"Seats held by women in national parliament, as of February (%)",10.8,,
752,Eswatini,2010,"Seats held by women in national parliament, as of February (%)",13.6,,
753,Eswatini,2015,"Seats held by women in national parliament, as of February (%)",6.2,,
754,Eswatini,2018,"Seats held by women in national parliament, as of February (%)",6.2,,
755,Eswatini,2020,"Seats held by women in national parliament, as of February (%)",9.6,,
756,Eswatini,2021,"Seats held by women in national parliament, as of February (%)",9.6,,
757,Eswatini,2022,"Seats held by women in national parliament, as of February (%)",12.2,,
758,Eswatini,2023,"Seats held by women in national parliament, as of February (%)",14.9,,
759,Ethiopia,2000,"Seats held by women in national parliament, as of February (%)",2,8,38
760,Ethiopia,2005,"Seats held by women in national parliament, as of February (%)",7.7,8,38
761,Ethiopia,2010,"Seats held by women in national parliament, as of February (%)",21.9,8,38
762,Ethiopia,2015,"Seats held by women in national parliament, as of February (%)",27.8,8,38
763,Ethiopia,2018,"Seats held by women in national parliament, as of February (%)",38.8,8,38
764,Ethiopia,2020,"Seats held by women in national parliament, as of February (%)",38.8,8,38
765,Ethiopia,2021,"Seats held by women in national parliament, as of February (%)",38.8,8,38
766,Ethiopia,2022,"Seats held by women in national parliament, as of February (%)",41.5,8,38
767,Ethiopia,2023,"Seats held by women in national parliament, as of February (%)",41.3,8,38
768,Fiji,2000,"Seats held by women in national parliament, as of February (%)",11.3,-18,175
769,Fiji,2005,"Seats held by women in national parliament, as of February (%)",8.5,-18,175
770,Fiji,2015,"Seats held by women in national parliament, as of February (%)",14,-18,175
771,Fiji,2018,"Seats held by women in national parliament, as of February (%)",16,-18,175
772,Fiji,2020,"Seats held by women in national parliament, as of February (%)",19.6,-18,175
773,Fiji,2021,"Seats held by women in national parliament, as of February (%)",21.6,-18,175
774,Fiji,2022,"Seats held by women in national parliament, as of February (%)",19.6,-18,175
775,Fiji,2023,"Seats held by women in national parliament, as of February (%)",10.9,-18,175
776,Finland,2000,"Seats held by women in national parliament, as of February (%)",37,64,26
777,Finland,2005,"Seats held by women in national parliament, as of February (%)",37.5,64,26
778,Finland,2010,"Seats held by women in national parliament, as of February (%)",40,64,26
779,Finland,2015,"Seats held by women in national parliament, as of February (%)",42.5,64,26
780,Finland,2018,"Seats held by women in national parliament, as of February (%)",42,64,26
781,Finland,2020,"Seats held by women in national parliament, as of February (%)",46,64,26
782,Finland,2021,"Seats held by women in national parliament, as of February (%)",46,64,26
783,Finland,2022,"Seats held by women in national parliament, as of February (%)",45.5,64,26
784,Finland,2023,"Seats held by women in national parliament, as of February (%)",45.5,64,26
785,France,2000,"Seats held by women in national parliament, as of February (%)",10.9,46,2
786,France,2005,"Seats held by women in national parliament, as of February (%)",12.2,46,2
787,France,2010,"Seats held by women in national parliament, as of February (%)",18.9,46,2
788,France,2015,"Seats held by women in national parliament, as of February (%)",26.2,46,2
789,France,2018,"Seats held by women in national parliament, as of February (%)",39,46,2
790,France,2020,"Seats held by women in national parliament, as of February (%)",39.5,46,2
791,France,2021,"Seats held by women in national parliament, as of February (%)",39.5,46,2
792,France,2022,"Seats held by women in national parliament, as of February (%)",39.5,46,2
793,France,2023,"Seats held by women in national parliament, as of February (%)",37.8,46,2
794,Gabon,2000,"Seats held by women in national parliament, as of February (%)",8.3,-1,11.75
795,Gabon,2005,"Seats held by women in national parliament, as of February (%)",9.2,-1,11.75
796,Gabon,2010,"Seats held by women in national parliament, as of February (%)",14.7,-1,11.75
797,Gabon,2015,"Seats held by women in national parliament, as of February (%)",14.2,-1,11.75
798,Gabon,2018,"Seats held by women in national parliament, as of February (%)",17.1,-1,11.75
799,Gabon,2020,"Seats held by women in national parliament, as of February (%)",14.8,-1,11.75
800,Gabon,2021,"Seats held by women in national parliament, as of February (%)",16.2,-1,11.75
801,Gabon,2022,"Seats held by women in national parliament, as of February (%)",15.4,-1,11.75
802,Gabon,2023,"Seats held by women in national parliament, as of February (%)",14.7,-1,11.75
803,Gambia,2000,"Seats held by women in national parliament, as of February (%)",2,13.47,-16.57
804,Gambia,2005,"Seats held by women in national parliament, as of February (%)",13.2,13.47,-16.57
805,Gambia,2010,"Seats held by women in national parliament, as of February (%)",7.5,13.47,-16.57
806,Gambia,2015,"Seats held by women in national parliament, as of February (%)",9.4,13.47,-16.57
807,Gambia,2018,"Seats held by women in national parliament, as of February (%)",10.3,13.47,-16.57
808,Gambia,2020,"Seats held by women in national parliament, as of February (%)",8.6,13.47,-16.57
809,Gambia,2021,"Seats held by women in national parliament, as of February (%)",8.6,13.47,-16.57
810,Gambia,2022,"Seats held by women in national parliament, as of February (%)",10.3,13.47,-16.57
811,Gambia,2023,"Seats held by women in national parliament, as of February (%)",8.6,13.47,-16.57
812,Georgia,2000,"Seats held by women in national parliament, as of February (%)",7.2,42,43.5
813,Georgia,2005,"Seats held by women in national parliament, as of February (%)",9.4,42,43.5
814,Georgia,2010,"Seats held by women in national parliament, as of February (%)",5.1,42,43.5
815,Georgia,2015,"Seats held by women in national parliament, as of February (%)",11.3,42,43.5
816,Georgia,2018,"Seats held by women in national parliament, as of February (%)",16,42,43.5
817,Georgia,2020,"Seats held by women in national parliament, as of February (%)",14.1,42,43.5
818,Georgia,2021,"Seats held by women in national parliament, as of February (%)",20.7,42,43.5
819,Georgia,2022,"Seats held by women in national parliament, as of February (%)",19.1,42,43.5
820,Georgia,2023,"Seats held by women in national parliament, as of February (%)",18.4,42,43.5
821,Germany,2000,"Seats held by women in national parliament, as of February (%)",30.9,51,9
822,Germany,2005,"Seats held by women in national parliament, as of February (%)",32.8,51,9
823,Germany,2010,"Seats held by women in national parliament, as of February (%)",32.8,51,9
824,Germany,2015,"Seats held by women in national parliament, as of February (%)",36.5,51,9
825,Germany,2018,"Seats held by women in national parliament, as of February (%)",30.7,51,9
826,Germany,2020,"Seats held by women in national parliament, as of February (%)",31.2,51,9
827,Germany,2021,"Seats held by women in national parliament, as of February (%)",31.5,51,9
828,Germany,2022,"Seats held by women in national parliament, as of February (%)",34.9,51,9
829,Germany,2023,"Seats held by women in national parliament, as of February (%)",35.1,51,9
830,Ghana,2000,"Seats held by women in national parliament, as of February (%)",9,8,-2
831,Ghana,2005,"Seats held by women in national parliament, as of February (%)",10.9,8,-2
832,Ghana,2010,"Seats held by women in national parliament, as of February (%)",8.3,8,-2
833,Ghana,2015,"Seats held by women in national parliament, as of February (%)",10.9,8,-2
834,Ghana,2018,"Seats held by women in national parliament, as of February (%)",12.7,8,-2
835,Ghana,2020,"Seats held by women in national parliament, as of February (%)",13.1,8,-2
836,Ghana,2021,"Seats held by women in national parliament, as of February (%)",14.6,8,-2
837,Ghana,2022,"Seats held by women in national parliament, as of February (%)",14.6,8,-2
838,Ghana,2023,"Seats held by women in national parliament, as of February (%)",14.6,8,-2
839,Greece,2000,"Seats held by women in national parliament, as of February (%)",6.3,39,22
840,Greece,2005,"Seats held by women in national parliament, as of February (%)",14,39,22
841,Greece,2010,"Seats held by women in national parliament, as of February (%)",17.3,39,22
842,Greece,2015,"Seats held by women in national parliament, as of February (%)",23,39,22
843,Greece,2018,"Seats held by women in national parliament, as of February (%)",18.3,39,22
844,Greece,2020,"Seats held by women in national parliament, as of February (%)",20.7,39,22
845,Greece,2021,"Seats held by women in national parliament, as of February (%)",21.7,39,22
846,Greece,2022,"Seats held by women in national parliament, as of February (%)",21,39,22
847,Greece,2023,"Seats held by women in national parliament, as of February (%)",21,39,22
848,Grenada,2000,"Seats held by women in national parliament, as of February (%)",26.7,12.12,-61.67
849,Grenada,2005,"Seats held by women in national parliament, as of February (%)",26.7,12.12,-61.67
850,Grenada,2010,"Seats held by women in national parliament, as of February (%)",13.3,12.12,-61.67
851,Grenada,2015,"Seats held by women in national parliament, as of February (%)",33.3,12.12,-61.67
852,Grenada,2018,"Seats held by women in national parliament, as of February (%)",33.3,12.12,-61.67
853,Grenada,2020,"Seats held by women in national parliament, as of February (%)",46.7,12.12,-61.67
854,Grenada,2021,"Seats held by women in national parliament, as of February (%)",46.7,12.12,-61.67
855,Grenada,2022,"Seats held by women in national parliament, as of February (%)",46.7,12.12,-61.67
856,Grenada,2023,"Seats held by women in national parliament, as of February (%)",31.3,12.12,-61.67
857,Guatemala,2000,"Seats held by women in national parliament, as of February (%)",7.1,15.5,-90.25
858,Guatemala,2005,"Seats held by women in national parliament, as of February (%)",8.2,15.5,-90.25
859,Guatemala,2010,"Seats held by women in national parliament, as of February (%)",12,15.5,-90.25
860,Guatemala,2015,"Seats held by women in national parliament, as of February (%)",13.3,15.5,-90.25
861,Guatemala,2018,"Seats held by women in national parliament, as of February (%)",12.7,15.5,-90.25
862,Guatemala,2020,"Seats held by women in national parliament, as of February (%)",19,15.5,-90.25
863,Guatemala,2021,"Seats held by women in national parliament, as of February (%)",19.4,15.5,-90.25
864,Guatemala,2022,"Seats held by women in national parliament, as of February (%)",19.4,15.5,-90.25
865,Guatemala,2023,"Seats held by women in national parliament, as of February (%)",19.4,15.5,-90.25
866,Guinea,2000,"Seats held by women in national parliament, as of February (%)",8.8,11,-10
867,Guinea,2005,"Seats held by women in national parliament, as of February (%)",19.3,11,-10
868,Guinea,2015,"Seats held by women in national parliament, as of February (%)",21.9,11,-10
869,Guinea,2018,"Seats held by women in national parliament, as of February (%)",21.9,11,-10
870,Guinea,2020,"Seats held by women in national parliament, as of February (%)",22.8,11,-10
871,Guinea,2021,"Seats held by women in national parliament, as of February (%)",16.7,11,-10
872,Guinea,2022,"Seats held by women in national parliament, as of February (%)",29.6,11,-10
873,Guinea,2023,"Seats held by women in national parliament, as of February (%)",29.6,11,-10
874,Guinea-Bissau,2000,"Seats held by women in national parliament, as of February (%)",7.8,12,-15
875,Guinea-Bissau,2005,"Seats held by women in national parliament, as of February (%)",14,12,-15
876,Guinea-Bissau,2010,"Seats held by women in national parliament, as of February (%)",10,12,-15
877,Guinea-Bissau,2015,"Seats held by women in national parliament, as of February (%)",13.7,12,-15
878,Guinea-Bissau,2018,"Seats held by women in national parliament, as of February (%)",13.7,12,-15
879,Guinea-Bissau,2020,"Seats held by women in national parliament, as of February (%)",13.7,12,-15
880,Guinea-Bissau,2021,"Seats held by women in national parliament, as of February (%)",13.7,12,-15
881,Guinea-Bissau,2022,"Seats held by women in national parliament, as of February (%)",13.7,12,-15
882,Guinea-Bissau,2023,"Seats held by women in national parliament, as of February (%)",13.7,12,-15
883,Guyana,2000,"Seats held by women in national parliament, as of February (%)",18.5,5,-59
884,Guyana,2005,"Seats held by women in national parliament, as of February (%)",30.8,5,-59
885,Guyana,2010,"Seats held by women in national parliament, as of February (%)",30,5,-59
886,Guyana,2015,"Seats held by women in national parliament, as of February (%)",31.3,5,-59
887,Guyana,2018,"Seats held by women in national parliament, as of February (%)",31.9,5,-59
888,Guyana,2020,"Seats held by women in national parliament, as of February (%)",34.8,5,-59
889,Guyana,2021,"Seats held by women in national parliament, as of February (%)",35.7,5,-59
890,Guyana,2022,"Seats held by women in national parliament, as of February (%)",35.7,5,-59
891,Guyana,2023,"Seats held by women in national parliament, as of February (%)",36.6,5,-59
892,Haiti,2000,"Seats held by women in national parliament, as of February (%)",3.6,19,-72.42
893,Haiti,2005,"Seats held by women in national parliament, as of February (%)",3.6,19,-72.42
894,Haiti,2010,"Seats held by women in national parliament, as of February (%)",4.1,19,-72.42
895,Haiti,2015,"Seats held by women in national parliament, as of February (%)",4.2,19,-72.42
896,Haiti,2018,"Seats held by women in national parliament, as of February (%)",2.5,19,-72.42
897,Haiti,2020,"Seats held by women in national parliament, as of February (%)",2.5,19,-72.42
898,Honduras,2000,"Seats held by women in national parliament, as of February (%)",9.4,15,-86.5
899,Honduras,2005,"Seats held by women in national parliament, as of February (%)",5.5,15,-86.5
900,Honduras,2010,"Seats held by women in national parliament, as of February (%)",18,15,-86.5
901,Honduras,2015,"Seats held by women in national parliament, as of February (%)",25.8,15,-86.5
902,Honduras,2018,"Seats held by women in national parliament, as of February (%)",21.1,15,-86.5
903,Honduras,2020,"Seats held by women in national parliament, as of February (%)",21.1,15,-86.5
904,Honduras,2021,"Seats held by women in national parliament, as of February (%)",21.1,15,-86.5
905,Honduras,2022,"Seats held by women in national parliament, as of February (%)",27.3,15,-86.5
906,Honduras,2023,"Seats held by women in national parliament, as of February (%)",27.3,15,-86.5
907,Hungary,2000,"Seats held by women in national parliament, as of February (%)",8.3,47,20
908,Hungary,2005,"Seats held by women in national parliament, as of February (%)",9.1,47,20
909,Hungary,2010,"Seats held by women in national parliament, as of February (%)",11.1,47,20
910,Hungary,2015,"Seats held by women in national parliament, as of February (%)",10.1,47,20
911,Hungary,2018,"Seats held by women in national parliament, as of February (%)",10.1,47,20
912,Hungary,2020,"Seats held by women in national parliament, as of February (%)",12.1,47,20
913,Hungary,2021,"Seats held by women in national parliament, as of February (%)",12.6,47,20
914,Hungary,2022,"Seats held by women in national parliament, as of February (%)",13.1,47,20
915,Hungary,2023,"Seats held by women in national parliament, as of February (%)",13.1,47,20
916,Iceland,2000,"Seats held by women in national parliament, as of February (%)",34.9,65,-18
917,Iceland,2005,"Seats held by women in national parliament, as of February (%)",30.2,65,-18
918,Iceland,2010,"Seats held by women in national parliament, as of February (%)",42.9,65,-18
919,Iceland,2015,"Seats held by women in national parliament, as of February (%)",41.3,65,-18
920,Iceland,2018,"Seats held by women in national parliament, as of February (%)",38.1,65,-18
921,Iceland,2020,"Seats held by women in national parliament, as of February (%)",38.1,65,-18
922,Iceland,2021,"Seats held by women in national parliament, as of February (%)",39.7,65,-18
923,Iceland,2022,"Seats held by women in national parliament, as of February (%)",47.6,65,-18
924,Iceland,2023,"Seats held by women in national parliament, as of February (%)",47.6,65,-18
925,India,2000,"Seats held by women in national parliament, as of February (%)",9,20,77
926,India,2005,"Seats held by women in national parliament, as of February (%)",8.3,20,77
927,India,2010,"Seats held by women in national parliament, as of February (%)",10.8,20,77
928,India,2015,"Seats held by women in national parliament, as of February (%)",12,20,77
929,India,2018,"Seats held by women in national parliament, as of February (%)",11.8,20,77
930,India,2020,"Seats held by women in national parliament, as of February (%)",14.4,20,77
931,India,2021,"Seats held by women in national parliament, as of February (%)",14.4,20,77
932,India,2022,"Seats held by women in national parliament, as of February (%)",14.9,20,77
933,India,2023,"Seats held by women in national parliament, as of February (%)",15.1,20,77
934,Indonesia,2000,"Seats held by women in national parliament, as of February (%)",8,-5,120
935,Indonesia,2005,"Seats held by women in national parliament, as of February (%)",11.3,-5,120
936,Indonesia,2010,"Seats held by women in national parliament, as of February (%)",18,-5,120
937,Indonesia,2015,"Seats held by women in national parliament, as of February (%)",17.1,-5,120
938,Indonesia,2018,"Seats held by women in national parliament, as of February (%)",19.8,-5,120
939,Indonesia,2020,"Seats held by women in national parliament, as of February (%)",20.4,-5,120
940,Indonesia,2021,"Seats held by women in national parliament, as of February (%)",21,-5,120
941,Indonesia,2022,"Seats held by women in national parliament, as of February (%)",21.9,-5,120
942,Indonesia,2023,"Seats held by women in national parliament, as of February (%)",21.6,-5,120
943,Iran (Islamic Republic of),2000,"Seats held by women in national parliament, as of February (%)",4.9,,
944,Iran (Islamic Republic of),2005,"Seats held by women in national parliament, as of February (%)",4.1,,
945,Iran (Islamic Republic of),2010,"Seats held by women in national parliament, as of February (%)",2.8,,
946,Iran (Islamic Republic of),2015,"Seats held by women in national parliament, as of February (%)",3.1,,
947,Iran (Islamic Republic of),2018,"Seats held by women in national parliament, as of February (%)",5.9,,
948,Iran (Islamic Republic of),2020,"Seats held by women in national parliament, as of February (%)",5.9,,
949,Iran (Islamic Republic of),2021,"Seats held by women in national parliament, as of February (%)",5.6,,
950,Iran (Islamic Republic of),2022,"Seats held by women in national parliament, as of February (%)",5.6,,
951,Iran (Islamic Republic of),2023,"Seats held by women in national parliament, as of February (%)",5.6,,
952,Iraq,2000,"Seats held by women in national parliament, as of February (%)",6.4,33,44
